seq,secs,nsecs,x,y,z,w,av_x,av_y,av_z,la_x,la_y,la_z
3719,1608125961,983407979,0.000115140341222,0.000591669231653,-0.0976656600833,0.995219111443,2.1341464519500732,1.3414634466171265,1.2195122241973877,0.00537109375,-0.0009765625,-1.0166015625
3723,1608125962,379407979,0.000112689100206,0.000474869273603,-0.0975823551416,0.995227336884,2.1341464519500732,1.4634146690368652,1.2195122241973877,0.00439453125,0.00927734375,-1.00390625
3724,1608125962,483407979,0.000102217309177,0.000464653596282,-0.0976025760174,0.99522536993,2.0731706619262695,1.2804877758026123,1.2804877758026123,-0.0029296875,0.01025390625,-1.0048828125
3726,1608125962,671407979,0.000103835947812,0.000550000928342,-0.0976165384054,0.995223939419,2.195122003555298,1.3414634466171265,1.2804877758026123,-0.001953125,0.00390625,-1.0146484375
3727,1608125962,775407979,0.000120962038636,0.000640509650111,-0.097591727972,0.995226323605,2.2560975551605225,1.3414634466171265,1.2804877758026123,0.0009765625,0.00244140625,-1.01318359375
3729,1608125962,983407979,0.000128270126879,0.000649463385344,-0.0976268574595,0.995222866535,2.1341464519500732,1.3414634466171265,1.2195122241973877,0.00341796875,0.00341796875,-0.99755859375
3731,1608125963,171407979,0.000166754238307,0.000609359703958,-0.0976408347487,0.995221495628,2.0731706619262695,1.3414634466171265,1.2804877758026123,0.00244140625,0.0009765625,-0.99169921875
3773,1608125967,374584037,0.000103670172393,0.00094941444695,-0.0974544733763,0.995239496231,2.0731706619262695,1.3414634466171265,1.1585365533828735,0.00146484375,0.0,-1.001953125
3774,1608125967,458584037,0.00014961976558,0.000975349918008,-0.0974349379539,0.99524140358,2.1341464519500732,1.3414634466171265,1.2804877758026123,0.00634765625,0.00244140625,-1.0048828125
3775,1608125967,562584037,0.000137007795274,0.000973752699792,-0.0974392741919,0.995240986347,2.195122003555298,1.3414634466171265,1.2195122241973877,0.001953125,0.0048828125,-1.01220703125
3776,1608125967,666584037,0.000101737678051,0.000991332344711,-0.0974489450455,0.995240032673,2.195122003555298,1.402438998222351,1.2804877758026123,0.0,-0.0009765625,-0.998046875
3777,1608125967,770584037,0.000118152238429,0.000975983217359,-0.0974612236023,0.99523884058,2.1341464519500732,1.3414634466171265,1.2804877758026123,0.0107421875,-0.00439453125,-0.99462890625
3783,1608125968,374584037,-0.0001116450876,0.000863393768668,-0.0973470360041,0.995250105858,2.1341464519500732,1.2804877758026123,1.1585365533828735,-0.0029296875,-0.0009765625,-1.0078125
3786,1608125968,666584037,-0.000175228342414,0.000822897069156,-0.0973317921162,0.995251655579,2.0731706619262695,1.402438998222351,1.2195122241973877,-0.0009765625,0.01025390625,-1.00439453125
3787,1608125968,770584037,-0.000122161582112,0.000835932791233,-0.0973123088479,0.995253562927,2.1341464519500732,1.3414634466171265,1.2804877758026123,-0.00146484375,-0.00048828125,-1.0048828125
3794,1608125969,459486919,-0.000100878067315,0.000921066850424,-0.097215898335,0.995262861252,2.1341464519500732,1.3414634466171265,1.1585365533828735,-0.00146484375,-0.001953125,-1.01806640625
3809,1608125970,959486919,0.000127658247948,0.000931615009904,-0.0971095561981,0.99527323246,2.1341464519500732,1.3414634466171265,1.2195122241973877,-0.0029296875,0.01220703125,-1.0126953125
3810,1608125971,63486919,0.000176534056664,0.000947255641222,-0.0971165969968,0.995272517204,2.1341464519500732,1.402438998222351,1.2195122241973877,0.00830078125,0.01171875,-0.9970703125
3811,1608125971,167486919,0.000146256759763,0.00094551127404,-0.0971130877733,0.995272874832,2.1341464519500732,1.3414634466171265,1.2804877758026123,0.001953125,0.00244140625,-1.0078125
3812,1608125971,271486919,0.000130518339574,0.00100579485297,-0.0971069037914,0.995273411274,2.1341464519500732,1.2804877758026123,1.2804877758026123,-0.00732421875,0.0009765625,-1.0126953125
3813,1608125971,355486919,0.000164092518389,0.000960755161941,-0.0971139371395,0.995272815228,2.1341464519500732,1.4634146690368652,1.2804877758026123,-0.00048828125,-0.00341796875,-1.009765625
3815,1608125971,563486919,0.000102277845144,0.00102977268398,-0.0971042886376,0.995273649693,2.195122003555298,1.3414634466171265,1.2195122241973877,-0.0029296875,0.0048828125,-1.0048828125
3817,1608125971,757573020,0.000106181018054,0.00100588332862,-0.0971051380038,0.995273590088,2.0731706619262695,1.402438998222351,1.2195122241973877,0.00244140625,0.0048828125,-1.01513671875
3818,1608125971,861573020,0.000120093114674,0.000972168520093,-0.097114816308,0.995272696018,2.1341464519500732,1.4634146690368652,1.2804877758026123,0.00537109375,0.00244140625,-0.998046875
3819,1608125971,965573020,0.000103337690234,0.000939502380788,-0.0971059277654,0.995273590088,2.1341464519500732,1.3414634466171265,1.2195122241973877,-0.005859375,-0.00048828125,-1.00341796875
3820,1608125972,69573020,0.000135230831802,0.00093721691519,-0.0971023216844,0.995273947716,2.195122003555298,1.402438998222351,1.2804877758026123,0.00732421875,0.00537109375,-0.9931640625
3821,1608125972,173573020,0.000144903548062,0.000950314104557,-0.0971014499664,0.99527400732,2.1341464519500732,1.3414634466171265,1.3414634466171265,-0.0029296875,0.00048828125,-1.02587890625
3822,1608125972,257573020,0.000104065984488,0.000944846309721,-0.0970952734351,0.995274662971,2.1341464519500732,1.402438998222351,1.2195122241973877,0.0029296875,-0.00048828125,-1.01806640625
3843,1608125974,355323106,0.000103979371488,0.000935420393944,-0.0970286875963,0.995281159878,2.1341464519500732,1.3414634466171265,1.097561001777649,0.001953125,-0.00830078125,-1.00439453125
3844,1608125974,459323106,0.000168313272297,0.000929169356823,-0.0970436483622,0.995279669762,2.195122003555298,1.3414634466171265,1.2195122241973877,-0.0029296875,0.00341796875,-1.001953125
3845,1608125974,563323106,0.000142904929817,0.000949312001467,-0.0970586463809,0.995278179646,2.1341464519500732,1.402438998222351,1.3414634466171265,0.0009765625,-0.0126953125,-1.001953125
3846,1608125974,667323106,0.000138855539262,0.000894767232239,-0.0970736518502,0.995276808739,2.195122003555298,1.2804877758026123,1.2804877758026123,-0.0048828125,-0.0029296875,-1.03173828125
3847,1608125974,751323106,0.000143091194332,0.000825583003461,-0.0970807224512,0.995276153088,2.195122003555298,1.3414634466171265,1.2804877758026123,0.001953125,-0.00390625,-1.01513671875
3848,1608125974,855323106,0.000144275836647,0.000770132988691,-0.0970824509859,0.995276033878,2.1341464519500732,1.402438998222351,1.2195122241973877,0.001953125,0.01123046875,-0.9990234375
3849,1608125974,959323106,0.000136630609632,0.000792673788965,-0.0970683321357,0.995277404785,2.1341464519500732,1.3414634466171265,1.2804877758026123,0.0009765625,0.0,-0.9990234375
3855,1608125975,563323106,0.000105339102447,0.000909171067178,-0.097134500742,0.995270848274,2.0731706619262695,1.3414634466171265,1.1585365533828735,-0.00146484375,-0.0029296875,-1.02001953125
3870,1608125977,63513116,0.000115629285574,0.000967998057604,-0.0970797911286,0.995276153088,2.195122003555298,1.3414634466171265,1.2804877758026123,0.00537109375,0.00048828125,-1.02197265625
3912,1608125981,251652105,-0.00012697186321,0.00101895257831,-0.0969623625278,0.995287537575,2.0731706619262695,1.3414634466171265,1.1585365533828735,0.00244140625,0.0009765625,-1.013671875
3915,1608125981,543652105,-0.000128452666104,0.000990292057395,-0.096960529685,0.995287716389,2.1341464519500732,1.2804877758026123,1.1585365533828735,0.0009765625,0.01171875,-0.99462890625
3916,1608125981,647652105,-0.000134306959808,0.000982204452157,-0.0969608053565,0.995287716389,2.1341464519500732,1.402438998222351,1.2804877758026123,-0.0107421875,0.0087890625,-1.01123046875
3917,1608125981,751652105,-0.000128361396492,0.000966962426901,-0.0969265848398,0.995291054249,2.1341464519500732,1.3414634466171265,1.097561001777649,-0.001953125,0.00048828125,-1.00390625
3918,1608125981,859638931,-0.000181642360985,0.000939834862947,-0.0969242528081,0.995291292667,2.2560975551605225,1.3414634466171265,1.1585365533828735,0.0009765625,-0.0009765625,-1.00244140625
3919,1608125981,943638931,-0.000190694816411,0.000861281529069,-0.0969192609191,0.995291829109,2.1341464519500732,1.4634146690368652,1.2804877758026123,0.00634765625,0.00341796875,-1.01171875
3920,1608125982,47638931,-0.000188313424587,0.000887071713805,-0.0968903452158,0.995294630527,2.1341464519500732,1.3414634466171265,1.2195122241973877,-0.0048828125,0.005859375,-1.00146484375
3924,1608125982,443638931,-0.000159047544003,0.000925604254007,-0.0968384072185,0.995299696922,2.0731706619262695,1.2804877758026123,1.2195122241973877,0.001953125,-0.00048828125,-1.00537109375
3925,1608125982,547638931,-0.00018157530576,0.000890903174877,-0.0968201383948,0.995301485062,2.0731706619262695,1.402438998222351,1.1585365533828735,0.005859375,0.0029296875,-1.00927734375
3926,1608125982,651638931,-0.000186560675502,0.000929378904402,-0.0968336686492,0.995300114155,2.1341464519500732,1.402438998222351,1.3414634466171265,-0.0048828125,0.0029296875,-1.01171875
3927,1608125982,755638931,-0.000177158042789,0.000936684198678,-0.0968498438597,0.995298564434,2.1341464519500732,1.402438998222351,1.2804877758026123,0.00244140625,0.0,-1.01318359375
3928,1608125982,859638931,-0.000169436447322,0.000938825309277,-0.0968262404203,0.995300829411,2.195122003555298,1.3414634466171265,1.1585365533828735,-0.00390625,0.005859375,-1.0107421875
3929,1608125982,943638931,-0.000130894593894,0.000930621288717,-0.0967867299914,0.995304703712,2.195122003555298,1.5243902206420898,1.2195122241973877,0.0,-0.0029296875,-0.99658203125
3930,1608125983,47638931,-0.000145487487316,0.000906306318939,-0.0967764034867,0.995305716991,2.1341464519500732,1.3414634466171265,1.2195122241973877,-0.00146484375,-0.00244140625,-0.9951171875
3931,1608125983,151638931,-0.000163566321135,0.000945794396102,-0.0967369303107,0.995309531689,2.1341464519500732,1.3414634466171265,1.2804877758026123,-0.00390625,0.00439453125,-0.99609375
3932,1608125983,255638931,-0.00013894867152,0.000928770750761,-0.0967292487621,0.995310306549,2.195122003555298,1.3414634466171265,1.2804877758026123,0.0029296875,-0.00439453125,-1.0048828125
3937,1608125983,755638931,0.00011963956058,0.000862804241478,-0.0967359021306,0.995309710503,2.195122003555298,1.3414634466171265,1.2195122241973877,0.00537109375,-0.0078125,-1.001953125
3938,1608125983,859638931,0.000128444284201,0.000830661505461,-0.0967479646206,0.995308578014,2.0731706619262695,1.402438998222351,1.2804877758026123,-0.0029296875,0.0068359375,-0.99072265625
3939,1608125983,943638931,0.000142286531627,0.000868958421052,-0.0967344790697,0.995309829712,2.012195110321045,1.4634146690368652,1.1585365533828735,0.0,0.0009765625,-1.013671875
5333,1608126123,169605962,0.000184632837772,0.00091683678329,-0.0918228924274,0.995774924755,2.1341464519500732,1.402438998222351,1.2195122241973877,0.0078125,0.00732421875,-1.01220703125
5334,1608126123,273605962,0.00013392791152,0.000943846069276,-0.0918139815331,0.995775699615,2.0731706619262695,1.4634146690368652,1.3414634466171265,-0.00537109375,0.00341796875,-1.0048828125
5335,1608126123,377605962,0.00015632621944,0.00092220492661,-0.091823592782,0.99577486515,2.195122003555298,1.3414634466171265,1.2195122241973877,0.00048828125,0.00048828125,-1.00048828125
5336,1608126123,481605962,0.000115851871669,0.000913679599762,-0.0918359085917,0.995773732662,2.195122003555298,1.402438998222351,1.2804877758026123,-0.00732421875,0.00390625,-1.0146484375
5337,1608126123,585605962,0.000213826075196,0.000894632190466,-0.0918348133564,0.995773851871,2.1341464519500732,1.3414634466171265,1.3414634466171265,-0.001953125,0.00390625,-1.00390625
5338,1608126123,669605962,0.00024817045778,0.000892240554094,-0.0918682292104,0.99577075243,2.1341464519500732,1.402438998222351,1.2804877758026123,0.00146484375,-0.00244140625,-0.9951171875
5339,1608126123,773605962,0.000217699445784,0.000915398821235,-0.0918990671635,0.995767891407,2.1341464519500732,1.402438998222351,1.2804877758026123,-0.00634765625,0.0029296875,-1.0009765625
5340,1608126123,877605962,0.000179328024387,0.000884916633368,-0.0919113606215,0.995766758919,2.1341464519500732,1.2804877758026123,1.1585365533828735,-0.00146484375,0.01123046875,-1.0078125
5341,1608126123,981605962,0.000228396616876,0.000890517607331,-0.0919156298041,0.995766401291,2.2560975551605225,1.402438998222351,1.2195122241973877,-0.005859375,0.00146484375,-1.0087890625
5342,1608126124,85605962,0.000211799517274,0.000870140269399,-0.0919358804822,0.995764553547,2.195122003555298,1.3414634466171265,1.3414634466171265,-0.00146484375,0.0009765625,-1.00634765625
5343,1608126124,169605962,0.000225501134992,0.000806867145002,-0.091918990016,0.995766162872,2.1341464519500732,1.3414634466171265,1.2804877758026123,0.00244140625,0.0068359375,-1.02734375
5344,1608126124,273605962,0.000252366997302,0.000789968296885,-0.0919073447585,0.995767235756,2.1341464519500732,1.402438998222351,1.3414634466171265,-0.00439453125,-0.005859375,-1.0185546875
5345,1608126124,377605962,0.000201512128115,0.000815651379526,-0.0919037237763,0.995767533779,2.0731706619262695,1.402438998222351,1.2804877758026123,0.0009765625,0.00146484375,-1.005859375
5346,1608126124,481605962,0.000179011374712,0.000779180787504,-0.0919398665428,0.995764255524,2.195122003555298,1.402438998222351,1.2195122241973877,-0.009765625,0.00048828125,-0.998046875
5347,1608126124,585605962,0.000187571160495,0.00081011839211,-0.091936185956,0.995764553547,2.1341464519500732,1.402438998222351,1.1585365533828735,0.00439453125,0.00244140625,-1.01513671875
5348,1608126124,669605962,0.000174583867192,0.000839890912175,-0.0919351875782,0.995764613152,2.1341464519500732,1.2804877758026123,1.2195122241973877,0.005859375,0.0029296875,-1.01123046875
5349,1608126124,773605962,0.000220885500312,0.000806729309261,-0.0919103100896,0.995766937733,2.1341464519500732,1.402438998222351,1.2195122241973877,0.00146484375,0.01318359375,-1.00439453125
5350,1608126124,870838918,0.000259894877672,0.000878443941474,-0.0918986946344,0.995767951012,2.195122003555298,1.2195122241973877,1.2195122241973877,0.001953125,-0.00439453125,-1.013671875
5351,1608126124,974838918,0.000321209430695,0.000840432010591,-0.0919056162238,0.995767295361,2.0731706619262695,1.402438998222351,1.2195122241973877,0.001953125,0.00048828125,-1.00537109375
5352,1608126125,78838918,0.000323459506035,0.000897969119251,-0.0919151902199,0.995766401291,2.1341464519500732,1.3414634466171265,1.2804877758026123,-0.00146484375,0.00341796875,-1.0009765625
5353,1608126125,162838918,0.000272907316685,0.000996512360871,-0.0918956771493,0.995768129826,2.2560975551605225,1.402438998222351,1.2195122241973877,0.0078125,0.001953125,-1.0
5354,1608126125,266838918,0.000272662378848,0.000947094522417,-0.0918920487165,0.995768487453,2.1341464519500732,1.3414634466171265,1.2804877758026123,-0.00244140625,0.0087890625,-1.01123046875
5355,1608126125,370838918,0.000295198522508,0.00101843383163,-0.0918857678771,0.995768964291,2.1341464519500732,1.402438998222351,1.2195122241973877,-0.00048828125,0.00146484375,-1.00048828125
5356,1608126125,474838918,0.000292698852718,0.000995507463813,-0.0918874442577,0.995768845081,2.012195110321045,1.4634146690368652,1.2195122241973877,0.0009765625,0.00390625,-0.9931640625
5357,1608126125,578838918,0.000286785885692,0.00102554261684,-0.0918970406055,0.995767951012,2.0731706619262695,1.402438998222351,1.2804877758026123,-0.0078125,0.0029296875,-1.0087890625
5358,1608126125,662838918,0.000343292020261,0.000980470329523,-0.0919013246894,0.995767593384,2.1341464519500732,1.402438998222351,1.2195122241973877,0.00146484375,0.00244140625,-1.0009765625
5359,1608126125,766838918,0.000348229892552,0.000931308604777,-0.0919029265642,0.995767474174,2.195122003555298,1.402438998222351,1.2195122241973877,0.00048828125,-0.00244140625,-1.01220703125
5360,1608126125,870838918,0.000334041193128,0.00090497918427,-0.0918966010213,0.995768070221,2.0731706619262695,1.3414634466171265,1.2804877758026123,0.0048828125,-0.0087890625,-1.00439453125
5361,1608126125,974838918,0.000320134684443,0.000892031937838,-0.091914229095,0.995766460896,2.195122003555298,1.3414634466171265,1.2804877758026123,0.001953125,0.0087890625,-1.001953125
5362,1608126126,58838918,0.000276997685432,0.000955238007009,-0.0919186025858,0.995766043663,2.195122003555298,1.2804877758026123,1.2195122241973877,-0.0009765625,0.00732421875,-1.00927734375
5363,1608126126,162838918,0.000235873274505,0.000916187651455,-0.0919017270207,0.995767652988,2.1341464519500732,1.402438998222351,1.1585365533828735,0.0,0.0048828125,-1.01171875
5364,1608126126,266838918,0.000216196291149,0.000911212526262,-0.0918821766973,0.995769441128,2.1341464519500732,1.4634146690368652,1.1585365533828735,0.00146484375,-0.00537109375,-0.99853515625
5365,1608126126,370838918,0.00013346131891,0.000829758122563,-0.0918891727924,0.995768904686,2.012195110321045,1.3414634466171265,1.3414634466171265,-0.00244140625,0.001953125,-1.0166015625
5366,1608126126,474838918,0.000133382156491,0.00079842377454,-0.0918908342719,0.995768785477,2.1341464519500732,1.3414634466171265,1.1585365533828735,-0.00146484375,0.01025390625,-1.0107421875
5367,1608126126,558838918,0.000148084014654,0.000893162563443,-0.0919031202793,0.995767533779,2.1341464519500732,1.3414634466171265,1.2195122241973877,0.005859375,-0.00390625,-1.0078125
5368,1608126126,662838918,0.000153413973749,0.00088550336659,-0.0919127315283,0.995766639709,2.1341464519500732,1.3414634466171265,1.3414634466171265,-0.00244140625,0.0048828125,-1.00439453125
5369,1608126126,766838918,0.000130692496896,0.000914139673114,-0.0919409021735,0.995764017105,2.195122003555298,1.3414634466171265,1.2195122241973877,-0.001953125,0.013671875,-1.00732421875
5370,1608126126,870838918,0.000211162492633,0.000990274362266,-0.0919345617294,0.995764553547,2.1341464519500732,1.3414634466171265,1.2195122241973877,-0.00048828125,0.01025390625,-0.99609375
5371,1608126126,974838918,0.000154250301421,0.000974698923528,-0.0919547751546,0.995762705803,2.1341464519500732,1.402438998222351,1.3414634466171265,-0.0009765625,-0.00390625,-1.0048828125
5372,1608126127,58838918,0.000190396793187,0.000892575830221,-0.0919617116451,0.995762109756,2.1341464519500732,1.3414634466171265,1.1585365533828735,-0.00537109375,-0.00634765625,-0.99755859375
5373,1608126127,162838918,0.000239563174546,0.000826826319098,-0.0919633358717,0.995762050152,2.2560975551605225,1.402438998222351,1.2195122241973877,0.0009765625,0.0,-1.00927734375
5374,1608126127,266838918,0.000241729430854,0.000887220725417,-0.0919464677572,0.995763540268,2.1341464519500732,1.3414634466171265,1.2804877758026123,0.0048828125,-0.0048828125,-1.01171875
5375,1608126127,381078987,0.000241396948695,0.000894143246114,-0.0919295623899,0.995765089989,2.195122003555298,1.3414634466171265,1.2804877758026123,-0.00732421875,0.0,-1.0048828125
5376,1608126127,485078987,0.000275436788797,0.000837286934257,-0.0919152870774,0.995766460896,2.1341464519500732,1.3414634466171265,1.1585365533828735,0.00732421875,0.0009765625,-1.00830078125
5377,1608126127,569078987,0.000277535058558,0.000813958235085,-0.0919142588973,0.995766580105,2.1341464519500732,1.402438998222351,1.3414634466171265,-0.0048828125,0.00146484375,-0.9931640625
5378,1608126127,673078987,0.00027229078114,0.000838468782604,-0.0918840616941,0.995769321918,2.0731706619262695,1.402438998222351,1.2804877758026123,-0.0078125,-0.0009765625,-1.00048828125
5379,1608126127,777078987,0.000230202451348,0.000897602178156,-0.0918724238873,0.995770335197,2.1341464519500732,1.402438998222351,1.2804877758026123,-0.0048828125,0.0048828125,-1.00244140625
5380,1608126127,881078987,0.000201858580112,0.000940483994782,-0.0918661206961,0.995770931244,2.195122003555298,1.3414634466171265,1.097561001777649,-0.0078125,-0.0029296875,-1.01171875
5381,1608126127,985078987,0.000209742225707,0.000974477268755,-0.0918783545494,0.995769739151,2.0731706619262695,1.3414634466171265,1.2804877758026123,0.0,0.0068359375,-1.01220703125
5382,1608126128,69078987,0.000113158486784,0.000955478288233,-0.091893337667,0.995768368244,2.195122003555298,1.2195122241973877,1.2804877758026123,0.00244140625,0.00146484375,-1.0078125
5388,1608126128,673078987,0.000111380591989,0.000913076102734,-0.0918102934957,0.995776116848,2.195122003555298,1.402438998222351,1.1585365533828735,0.0009765625,-0.0029296875,-1.001953125
5391,1608126128,965078987,0.000101705081761,0.000972212292254,-0.0917966365814,0.995777308941,2.0731706619262695,1.2804877758026123,1.2195122241973877,0.00244140625,-0.0029296875,-1.01171875
5392,1608126129,69078987,0.000131915323436,0.000952369533479,-0.0917744189501,0.995779335499,2.0731706619262695,1.3414634466171265,1.2804877758026123,-0.00830078125,0.00341796875,-1.015625
5393,1608126129,173078987,0.00015536788851,0.000876124948263,-0.0917839854956,0.995778560638,2.1341464519500732,1.4634146690368652,1.2195122241973877,-0.00146484375,0.00439453125,-1.0107421875
5394,1608126129,277078987,0.00021595787257,0.000879322178662,-0.0917829051614,0.995778620243,2.1341464519500732,1.2804877758026123,1.3414634466171265,0.00146484375,0.00146484375,-1.01708984375
5395,1608126129,381078987,0.000280303880572,0.000918115489185,-0.0917712599039,0.995779633522,2.195122003555298,1.3414634466171265,1.1585365533828735,0.0048828125,-0.0009765625,-0.99169921875
5396,1608126129,465078987,0.000330749899149,0.000960619188845,-0.0917516723275,0.995781421661,2.0731706619262695,1.3414634466171265,1.2804877758026123,0.0068359375,-0.00830078125,-1.00439453125
5397,1608126129,569078987,0.000269195996225,0.000925244763494,-0.0917507186532,0.995781540871,2.0731706619262695,1.4634146690368652,1.2804877758026123,-0.0068359375,-0.001953125,-1.015625
5398,1608126129,673078987,0.000343946740031,0.000938699580729,-0.0917679145932,0.995779931545,2.195122003555298,1.402438998222351,1.2804877758026123,-0.00048828125,-0.0009765625,-1.013671875
